web-scraper-order,typ,href,wein_name_raw,jahrgang_raw,genussreife_raw,land_raw,region_raw,produzent_raw,rebsorte_raw,alkohol_raw,inhalt_raw,preis_chf_raw
1671139449-4552,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/bel-horizon-la-cote-aoc/p/3171168,Bel-Horizon La Côte AOC,,2022-2025,Schweiz,Waadt,Chasselas,null,12.50%,50cl,4.3
1671139452-4553,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/beerenauslese-saulheimer-thoerle/p/1013267001,Beerenauslese Saulheimer Thörle,2011,2022-2025,Deutschland,null,Weingut Thörle,Riesling,75.00%,37.5cl,44.95
1671139455-4555,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/batroun-mo-cuvee-altitudes-white-ixsir/p/1017902001,Batroun MO Cuvée Altitudes White Ixsir,2021,2022-2028,null,null,"Muscat,               Viognier",null,14.50%,75cl,22
1671139457-4557,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/basel-landschaft-aoc-wysse-benkemer/p/1014167006,Basel-Landschaft AOC Wysse Benkemer,2019,2022-2025,Schweiz,Basel/Aargau,"Chasselas,             Riesling x Silvaner",null,11.50%,75cl,12.5
1671139460-4559,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/basel-landschaft-aoc-wysse-benkemer/p/1014167007,Basel-Landschaft AOC Wysse Benkemer,2020,2023-2026,Schweiz,Basel/Aargau,"Chasselas,            Riesling x Silvaner",null,11.50%,75cl,12.5
1671139464-4560,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/basel-landschaft-aoc-maisprach-pinot-noir-federweisser/p/1016033004,Basel-Landschaft AOC Maisprach Pinot Noir Federweisser,2022,Schweiz,Zürich,Pinot Noir,"Apéro, Vorspeisen, Geflügel und asiatischen Speisen",null,13.00%,75cl,12.5
1671139466-4562,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/basel-landschaft-aoc-maisprach-pinot-noir-federweisser/p/1016033003,Basel-Landschaft AOC Maisprach Pinot Noir Federweisser,2021,2022-2025,Schweiz,Basel/Aargau,Pinot Noir,null,13.00%,75cl,12.5
1671139470-4565,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/basel-landschaft-aoc-kluser-burgeweg-cuvee-blanche/p/1011781006,Basel-Landschaft AOC Kluser Burgeweg Cuvée Blanche,2019,2022-2025,Schweiz,Basel/Aargau,"Chasselas,           Riesling x Silvaner",null,12.00%,75cl,13.5
1671139472-4566,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/basel-landschaft-aoc-kluseggler-riesing-sylvaner-klushof/p/1000462010,Basel-Landschaft AOC Kluseggler Riesing-Sylvaner Klushof,2021,2022-2023,Schweiz,Basel/Aargau,"Riesling,               Silvaner",null,11.70%,75cl,13.5
1671139475-4568,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/baron-de-rothschild-reserve-speciale-bordeaux-blanc-aoc/p/1000122018,Baron de Rothschild Réserve Spéciale Bordeaux blanc AOC,2021,2023-2024,Frankreich,null,Domaines Barons de Rothschild,Sauvignon Blanc,12.00%,75cl,11.5
1671139478-4570,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/baron-de-hoen-sonnenglanz-gewuerztraminer-grand-cru-alsace-aop/p/1000414015,Baron de Hoen Sonnenglanz Gewürztraminer Grand Cru Alsace AOP,2019,2022-2024,Frankreich,Elsass,Baron de Hoen,Gewürztraminer,13.00%,75cl,11
1671139480-4572,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/baden-qba-kaiserstuhl-pinot-gris/p/1011180010,Baden QbA Kaiserstuhl Pinot Gris,2021,2022-2024,Deutschland,Baden,Pinot Gris,null,13.50%,75cl,7.95
1671139483-4573,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/baden-qba-kaiserstuhl-pinot-blanc-spaetlese/p/1016784001,Baden QbA Kaiserstuhl Pinot Blanc Spätlese,2020,2022-2025,Deutschland,null,Pinot Blanc,null,12.50%,75cl,7.95
1671139485-4575,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/baden-federleicht-blanc-de-noir/p/1014481005,Baden Federleicht Blanc de Noir,2021,2021-2022,Deutschland,Baden,Pinot Noir,null,12.50%,75cl,8.95
1671139488-4577,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/avellino-docg-fiano-le-grade/p/1018558001,Avellino DOCG Fiano Le Grade,2020,2022-2023,Italien,Kampanien,Vinosia,Fiano,13.50%,75cl,14.5
1671139491-4579,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/auggener-gewuerztraminer-spaetlese-markgraeflerland/p/1000416018,Auggener Gewürztraminer Spätlese Markgräflerland,2021,Deutschland,null,null,Gewürztraminer,null,12.50%,75cl,11.95
1671139494-4580,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/araldica-roero-arneis-docg/p/1000724017,Araldica Roero Arneis DOCG,2021,2023-2024,Italien,Piemont,Araldica,Arneis,12.50%,75cl,8.95
1671139497-4582,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/araldica-gavi-la-luciana-docg/p/1000409017,Araldica Gavi La Luciana DOCG,2021,2023-2024,Italien,Piemont,Araldica,Cortese,11.50%,75cl,8.5
1671139500-4584,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aop-alsace-grand-cru-goldert-gewurztraminer-domaine-zind-humbrecht/p/1013670001,"AOP Alsace Grand Cru Goldert Gewurztraminer, Domaine Zind Humbrecht",2012,2022-2028,Frankreich,Elsass,Domaine Zind-Humbrecht,Gewürztraminer,12.50%,75cl,59.95
1671139504-4586,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aop-alsace-grand-cru-brand-riesling-domaine-zind-humbrecht/p/1013671001,"AOP Alsace Grand Cru Brand Riesling, Domaine Zind Humbrecht",2014,2022-2028,Frankreich,Elsass,Domaine Zind-Humbrecht,Riesling,12.70%,75cl,79.95
1671139507-4588,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aoc-wallis-petite-arvine-saillon-grand-cru/p/1014947005,AOC Wallis Petite Arvine Saillon Grand Cru,2021,2024-2028,Schweiz,Wallis,null,null,14.00%,75cl,28
1671139510-4590,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alto-adige-doc-pinot-bianco-kellerei-terlan/p/1014318005,Alto Adige DOC Pinot Bianco Kellerei Terlan,2021,2023-2024,Italien,Südtirol/Trentin/Friaul,Grauburgunder,null,13.00%,75cl,18.95
1671139513-4592,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-grand-cru-pfersigberg-aop-gewuerztraminer/p/1015745001,Alsace Grand Cru Pfersigberg AOP Gewürztraminer,2018,Frankreich,Elsass,null,Gewürztraminer,null,14.00%,75cl,19.95
1671139515-4594,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-grand-cru-ollwiller-aop-riesling/p/1015746003,Alsace Grand Cru Ollwiller AOP Riesling,2018,Frankreich,Elsass,null,Riesling,null,13.00%,75cl,19.95
1671139518-4596,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-grand-cru-moenchberg-aop-pinot-gris-domaine-marc-kreydenweiss/p/1014400002,Alsace Grand Cru Moenchberg AOP Pinot Gris Domaine Marc Kreydenweiss,2016,2022-2031,Frankreich,Elsass,Domaine Marc Kreydenweiss,null,14.00%,75cl,27.5
1671139521-4598,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-grand-cru-kastelberg-aoc-riesling-domaine-marc-kreydenweiss/p/1014399002,Alsace Grand Cru Kastelberg AOC Riesling Domaine Marc Kreydenweiss,2016,2022-2029,Frankreich,Elsass,Domaine Marc Kreydenweiss,Riesling,14.00%,75cl,39.95
1671139524-4599,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aop-sonnenglanz-grand-cru-pinot-gris/p/1015293002,Alsace AOP Sonnenglanz Grand Cru Pinot Gris,2018,2023-2026,Frankreich,Elsass,Baron de Hoen,Pinot Gris,13.50%,75cl,16.95
1671139527-4601,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aop-riesling-blanck/p/1000688017,Alsace AOP Riesling Blanck,2021,2023-2029,Frankreich,Elsass,Domaine Blanck,Riesling,13.00%,75cl,14.95
1671139529-4603,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aop-riesling-blanck/p/1000688016,Alsace AOP Riesling Blanck,2020,2022-2028,Frankreich,Elsass,Domaine Blanck,Riesling,13.00%,75cl,14.95
1671139532-4605,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aop-riesling-baron-de-hoen/p/1000687018,Alsace AOP Riesling Baron de Hoen,2021,2023-2024,Frankreich,Elsass,Baron de Hoen,Riesling,12.00%,75cl,9.95
1671139535-4607,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aop-pinot-gris-baron-de-schiele/p/1017092001,Alsace AOP Pinot Gris Baron de Schiele,2020,2022-2025,Frankreich,Elsass,Pinot Gris,null,12.70%,75cl,9.95
1671139538-4609,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aop-pinot-gris-baron-de-hoen/p/1000628019,Alsace AOP Pinot Gris Baron de Hoen,2021,2023-2024,Frankreich,Elsass,Baron de Hoen,Pinot Gris,13.00%,75cl,6.95
1671139540-4610,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aop-pinot-gris-baron-de-hoen/p/1000628018,Alsace AOP Pinot Gris Baron de Hoen,2020,2022-2023,Frankreich,Elsass,Baron de Hoen,Pinot Gris,13.00%,75cl,6.95
1671139543-4611,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aop-grand-cru-schoenenbourg-riesling-baron-de-hoen/p/1008514011,Alsace AOP Grand Cru Schoenenbourg Riesling Baron de Hoen,2019,2022-2025,Frankreich,Elsass,Baron de Hoen,Riesling,13.00%,75cl,16.95
1671139545-4612,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aop-gewurztraminer-neuweg-domaine-gross/p/1016077001,Alsace AOP Gewurztraminer Neuweg Domaine Gross,2019,2022-2025,Frankreich,Elsass,Gewürztraminer,null,14.50%,75cl,24.95
1671139548-4613,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aop-gewuerztraminer-blanck/p/1000415017,Alsace AOP Gewürztraminer Blanck,2020,2022-2025,Frankreich,Elsass,Domaine Blanck,Gewürztraminer,13.50%,75cl,19.95
1671139552-4614,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aop-gewuerztraminer-baron-hoen/p/1000154005,Alsace AOP Gewürztraminer Baron Hoen,2020,2021-2025,Frankreich,Elsass,Baron de Hoen,Gewürztraminer,12.50%,150cl,19.95
1671139555-4615,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aop-gewuerztraminer-baron-de-schiele/p/1016985001,Alsace AOP Gewürztraminer Baron de Schiele,2020,2022-2025,Frankreich,Elsass,Domaine Kuehn,Gewürztraminer,13.00%,75cl,12.5
1671139557-4616,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aop-gewuerztraminer-baron-de-hoen-beblenheim/p/1000417017,Alsace AOP Gewürztraminer Baron de Hoen Beblenheim,2020,2022-2023,Frankreich,Elsass,Baron de Hoen,Gewürztraminer,13.00%,75cl,6.95
1671139560-4617,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aop-gewuerztraminer-albrecht-wolfberger/p/7070409,Alsace AOP Gewürztraminer Albrecht Wolfberger,Frankreich,Elsass,null,Gewürztraminer,"Desserts, speziell zu Gebäck und Früchtekuchen, auch asiatischer Küche",null,13.00%,450cl,85
1671139563-4618,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/alsace-aoc-sonnenglanz-grand-cru-pinot-gris/p/1015293001,Alsace AOC Sonnenglanz Grand Cru Pinot Gris,2017,2022-2025,Frankreich,Elsass,Baron de Hoen,Pinot Gris,13.50%,75cl,16.95
1671139566-4619,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/albizzia-frescobaldi-chardonnay-toscana-igt/p/1000222019,Albizzia Frescobaldi Chardonnay Toscana IGT,2021,Italien,Toskana,null,Chardonnay,null,12.50%,75cl,9.95
1671139569-4620,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aigle-noir-viognier-pays-d-oc-igp/p/1009711011,Aigle Noir Viognier Pays D'Oc IGP,2020,2022-2024,Frankreich,Languedoc-Roussillon,Gérard Bertrand,Viognier,12.50%,75cl,11.5
1671139572-4621,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aigle-les-murailles-h-badoux-chablais-aoc/p/1007764015,Aigle Les Murailles H. Badoux Chablais AOC,2021,2023-2025,Schweiz,Waadt,Henri Badoux,Chasselas,12.50%,35cl,12.95
1671139574-4622,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aigle-chablais-aoc-les-murailles-h-badoux/p/1000009018,Aigle Chablais AOC Les Murailles H. Badoux,2021,2023-2025,Schweiz,Waadt,Henri Badoux,Chasselas,12.50%,70cl,22.5
1671139577-4623,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/abruzzo-doc-trebbiano-prope-velenosi-vini/p/1017930003,Abruzzo DOC Trebbiano Prope Velenosi Vini,2020,Italien,Abruzzen,null,Trebbiano,null,12.50%,75cl,13.5
1671139579-4624,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/abbaye-de-mont-mont-sur-rolle-la-cote-aoc/p/1000560016,Abbaye de Mont Mont-sur-Rolle La Côte AOC,2019,2022-2024,Schweiz,Waadt,L'Abbaye de Mont,Chasselas,12.00%,75cl,13.95
1671139583-4625,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aargauer-aoc-riesling-sylvaner-falkenkoenig/p/1011438011,Aargauer AOC Riesling-Sylvaner Falkenkönig,2022,2022-2026,Schweiz,Basel/Aargau,Riesling x Silvaner,null,12.00%,75cl,8.95
1671139585-4626,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aargau-aoc-vindonissa-wy-albus-schinznach/p/1017100002,Aargau AOC Vindonissa-Wy Albus Schinznach,2019,2020-2024,Schweiz,Basel/Aargau,"Doral,                Chardonnay,              Riesling x Silvaner,              Pinot Noir",null,12.80%,75cl,17
1671139588-4628,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aargau-aoc-riesling-sylvaner-spruetzig/p/1016169002,Aargau AOC Riesling-Sylvaner Sprützig,2020,2022-2025,Schweiz,Basel/Aargau,Weinbau Döttingen,Riesling x Silvaner,12.00%,75cl,16.95
1671139591-4630,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aargau-aoc-pinot-noir-gislifluewii-federweisser-trinamo/p/1014948002,Aargau AOC Pinot Noir Gislifluewii Federweisser Trinamo,2019,2022-2025,Schweiz,Basel/Aargau,Trinamo AG,Pinot Noir,12.50%,75cl,15.5
1671139594-4632,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aargau-aoc-mueller-thurgau-besserstein/p/1011979007,Aargau AOC Müller-Thurgau Besserstein,2021,2023-2026,Schweiz,Basel/Aargau,Müller-Thurgau,null,12.50%,75cl,15.95
1671139597-4634,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aargau-aoc-mueller-thurgau-besserstein/p/1011979006,Aargau AOC Müller-Thurgau Besserstein,2020,2022-2025,Schweiz,Basel/Aargau,Müller-Thurgau,null,12.50%,75cl,15.95
1671139600-4636,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aargau-aoc-gislifluewii-auenstein/p/1014180004,Aargau AOC Gislifluewii Auenstein,2019,2022-2025,Schweiz,Basel/Aargau,Riesling x Silvaner,null,12.50%,75cl,13.95
1671139603-4638,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aargau-aoc-frutillio/p/1014174005,Aargau AOC Frutillio,2020,2022-2023,Schweiz,Basel/Aargau,Riesling x Silvaner,null,12.50%,50cl,11.5
1671139606-4640,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aargau-aoc-frutillio/p/1014174006,Aargau AOC Frutillio,2021,2023-2024,Schweiz,Basel/Aargau,Riesling x Silvaner,null,12.50%,50cl,11.5
1671139609-4642,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aargau-aoc-flora-blanc-de-noir-weinstern/p/1016004002,Aargau AOC Flora Blanc de Noir Weinstern,2020,2021-2024,Schweiz,Basel/Aargau,Weinstern Wettingen,Pinot Noir,13.00%,75cl,16.5
1671139612-4644,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aargau-aoc-charmant-weisse-assemblage/p/1014177004,Aargau AOC Charmant weisse Assemblage,2019,2022-2023,Schweiz,Basel/Aargau,"Chardonnay,               Riesling x Silvaner,             Sauvignon Blanc",null,13.00%,75cl,14.95
1671139615-4646,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aargau-aoc-birmenstorfer-riesling-sylvaner/p/1014011004,Aargau AOC Birmenstorfer Riesling-Sylvaner,2019,2022-2025,Schweiz,Basel/Aargau,Riesling x Silvaner,null,11.60%,75cl,13.95
1671139618-4648,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/aargau-aoc-birmenstorfer-riesling-sylvaner/p/1014011003,Aargau AOC Birmenstorfer Riesling-Sylvaner,2018,2022-2025,Schweiz,Basel/Aargau,Riesling x Silvaner,null,11.60%,75cl,13.95
1671139666-4664,weiss,https://www.coop.ch/de/subskriptionen-rhone/chateauneuf-du-pape-aop-clos-de-beauvenir-nerthe/p/5851433007,"Châteauneuf-du-Pape AOP Clos de Beauvenir, Nerthe 6x  75cl",2021,2023-2028,Frankreich,null,Château La Nerthe,Clairette,14.50%,6x 75cl,419.7
1671139669-4666,weiss,https://www.coop.ch/de/subskriptionen-rhone/chateauneuf-du-pape-aop-blanc-tradition-bosquet-papes/p/6461420004,"Châteauneuf-du-Pape AOP BLANC Tradition, Bosquet Papes 6x  75cl",2021,2023-2025,Frankreich,null,Domaine Bosquet des Papes,Bourboulenc,14.50%,6x 75cl,179.7
1671139672-4668,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chateauneuf-du-pape-aop-blanc-mont-redon/p/1001664017,Châteauneuf-du-Pape AOP Blanc Mont Redon,2021,2024-2026,Frankreich,null,Château Mont-Redon,Clairette,13.50%,75cl,32.95
1671139675-4670,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chateau-la-louviere-blanc-pessac-leognan-ac/p/6164807005,Château la Louvière blanc Pessac-Léognan AC 6x  75cl,2021,2023-2028,Frankreich,null,Château la Louvière,Cabernet Sauvignon,13.50%,6x 75cl,161.7
1671139678-4672,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chateau-auvernier-neuchatel/p/1000587018,Château Auvernier Neuchâtel,2021,2023-2026,Schweiz,Drei-Seen-Region,Château d'Auvernier,Chasselas,11.90%,75cl,13.5
1671139681-4673,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chasselas-vin-de-pays-suedbaden/p/1008165013,Chasselas Vin de Pays Südbaden,2021,2023-2025,Deutschland,Baden,Chasselas,null,12.00%,75cl,4.5
1671139685-4675,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chasselas-de-romandie-selection-le-muriset/p/1000246018,Chasselas de Romandie Sélection le Muriset,2021,2022-2024,Schweiz,übrige Schweiz,Chasselas,null,12.00%,75cl,5.5
1671139688-4677,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/deutschland-oesterreich/chasselas-baden/p/3958203,Chasselas Baden,2020-2021,Deutschland,Baden,Chasselas,null,null,12.00%,100cl,4.95
1671139691-4679,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chasselas-aus-suedbaden/p/3854236,Chasselas aus Südbaden,2022-2024,Deutschland,Baden,Chasselas,null,null,12.00%,25cl,1.95
1671139693-4681,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chasselas-aus-suedbaden/p/3854233,Chasselas aus Südbaden,2022-2024,Deutschland,Baden,Chasselas,"Aperitif, Vorspeisen, Fischgerichte",null,12.00%,50cl,3.1
1671139696-4683,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chardonne-noble-terre/p/1011933009,Chardonne Noble Terre,2020,2022-2023,Schweiz,Waadt,Chasselas,null,13.00%,75cl,13.95
1671139699-4684,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chardonnay-woodbridge-robert-mondavi/p/6591837,Chardonnay Woodbridge Robert Mondavi,USA,Kalifornien,Chardonnay,null,null,null,13.50%,75cl,9.95
1671139702-4686,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/frankreich/chardonnay-vin-de-pays-d-oc/p/3629707,Chardonnay Vin de Pays d'Oc,Frankreich,Languedoc-Roussillon,null,Chardonnay,"Aperitif, Meeresfrüchten, Fisch, Ziegenkäse",null,12.50%,100cl,5.5
1671139704-4688,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/italien/chardonnay-vin-de-pays-d-oc/p/3629872,Chardonnay Vin de Pays d'Oc,Frankreich,Languedoc-Roussillon,null,Chardonnay,"Aperitif, Meeresfrüchten, Fisch, Ziegenkäse",null,13.10%,25cl,1.95
1671139707-4690,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/frankreich/chardonnay-vin-de-pays-d-oc/p/3629869,Chardonnay Vin de Pays d'Oc,Frankreich,Languedoc-Roussillon,null,Chardonnay,"Aperitif, Meeresfrüchten, Fisch, Ziegenkäse",null,13.10%,50cl,2.95
1671139709-4691,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chardonnay-scotch-barrel-aged-1924-wines/p/1016184002,Chardonnay Scotch Barrel Aged 1924 Wines,2019,2022-2025,USA,null,Chardonnay,null,12.50%,75cl,17.95
1671139712-4693,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chardonnay-santa-digna-miguel-torres/p/1017923001,Chardonnay Santa Digna Miguel Torres,2021,2022-2025,Chile,null,Miguel Torres,Chardonnay,13.50%,75cl,13.5
1671139715-4695,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chardonnay-private-selection-r-mondavi/p/1000232016,Chardonnay Private Selection R. Mondavi,2019,2022-2028,USA,null,Robert Mondavi Winery,Chardonnay,14.00%,75cl,17.95
1671139718-4697,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chardonnay-ojo-negro-dieter-meier/p/1017981001,Chardonnay Ojo Negro Dieter Meier,2019,2022-2028,Argentinien,null,Chardonnay,null,13.50%,75cl,24
1671139720-4699,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chardonnay-napa-valley-the-prisoner/p/1017872001,Chardonnay Napa Valley The Prisoner,2019,2021-2024,USA,null,Chardonnay,null,14.50%,75cl,49
1671139723-4700,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/frankreich/chardonnay-igp-pays-d-oc-bag-in-box/p/6549716,Chardonnay IGP Pays d'Oc Bag in Box,Frankreich,Languedoc-Roussillon,Chardonnay,null,null,null,12.00%,300cl,11.95
1671139725-4702,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chardonnay-colchagua-valley-via-sutil/p/1000234017,Chardonnay Colchagua Valley Viña Sutil,2021,2015-2024,Chile,null,Chardonnay,null,13.50%,75cl,5.95
1671139728-4704,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chardonnay-chile-los-vascos-rothschild/p/1000233018,Chardonnay Chile Los Vascos Rothschild,2021,2023-2024,Chile,null,Los Vascos,Chardonnay,14.00%,75cl,10.95
1671139731-4706,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chardonnay-california-round-hill/p/1000230018,Chardonnay California Round Hill,2021,2020-2021,USA,null,-,Chardonnay,13.00%,75cl,9.5
1671139734-4707,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chardonnay-california-fetzer/p/1001010016,Chardonnay California Fetzer,2021,2023-2026,USA,null,Fetzer,Chardonnay,13.00%,75cl,14.95
1671139736-4709,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chardonnay-bourbon-barrel-aged-california-1000-stories/p/1016793001,Chardonnay Bourbon Barrel Aged California 1000 Stories,2020,2021-2025,USA,null,1000 Stories,Chardonnay,13.50%,75cl,19.95
1671139738-4711,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chardonnay-australia-kangaroo-ridge/p/1000223017,Chardonnay Australia Kangaroo Ridge,2021,2023-2026,Australien,null,-,Chardonnay,13.00%,75cl,6.95
1671139742-4712,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chablis-aoc-premier-cru-les-vaillons-a-bichot/p/1000216019,Chablis AOC Premier Cru Les Vaillons A. Bichot,2020,2023-2027,Frankreich,Chablis,Maison Albert Bichot,Chardonnay,12.50%,75cl,31.5
1671139744-4714,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chablis-1er-cru-montmains-aoc-domaine-jean-marc-brocard/p/1017805001,Chablis 1er Cru Montmains AOC Domaine Jean-Marc Brocard,2019,2022-2025,Frankreich,Burgund,Chardonnay,null,13.00%,75cl,27.5
1671139747-4716,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chablais-aoc-yvorne-tradition-association-viticole-d-yvorne/p/1000946018,Chablais AOC Yvorne Tradition Association Viticole d'Yvorne,2021,2023-2024,Schweiz,Waadt,Association Viticole d'Yvorne,Chasselas,12.50%,70cl,16.95
1671139751-4718,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chablais-aoc-yvorne-la-thibaude/p/1008403014,Chablais AOC Yvorne La Thibaude,2021,2023-2024,Schweiz,Waadt,-,Chasselas,12.50%,70cl,9.7
1671139754-4720,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chablais-aoc-yvorne-l-ovaille-grand-cru/p/1000947016,Chablais AOC Yvorne L'Ovaille Grand Cru,2020,2023-2027,Schweiz,Waadt,Domaine de l'Ovaille,Chasselas,12.50%,75cl,25.5
1671139757-4721,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chablais-aoc-yvorne-l-ovaille-grand-cru/p/1000947017,Chablais AOC Yvorne L'Ovaille Grand Cru,2021,2024-2028,Schweiz,Waadt,Domaine de l'Ovaille,Chasselas,12.50%,75cl,25.5
1671139760-4723,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chablais-aoc-yvorne-clos-de-la-george/p/1012552009,Chablais AOC Yvorne Clos de la George,2021,2023-2024,Schweiz,Waadt,Hammel,Chasselas,12.50%,75cl,22.95
1671139763-4725,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/chablais-aoc-aigle-les-plantailles/p/1008409014,Chablais AOC Aigle Les Plantailles,2021,2023-2026,Schweiz,Waadt,-,Chasselas,12.50%,70cl,12.5
1671139765-4727,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/cave-des-coteaux-neuchatel-aoc/p/1000586018,Cave des Coteaux Neuchâtel AOC,2021,2023-2026,Schweiz,Drei-Seen-Region,Caves des Coteaux,Chasselas,11.50%,75cl,10.95
1671139769-4729,weiss,https://www.coop.ch/de/weine/wein-sortiment/weissweine/castilla-y-leon-do-nebla-verdejo/p/1010252012,Castilla y Leon DO Nebla Verdejo,2021,2023-2024,Spanien,Kastilien-León,Vincente Gandia,Verdejo,13.00%,75cl,8.95
